1|0 -72 1 -1 5 -1 -4 1 -1 -2 7 -5 1 -1 -2 9 -2 -1 
-1|0 -72 -2 1 -1 1 -1 1 -1 31 -33 5 -1 34 -36 5 -2 40 -36 -2 -2 1 -1 1 -1 1 -1 17 -15 
1|-3 1 -1 -2 7 -5 1 -1 -2 9 -2 -2 17 -1 -14 2 1 4 -2 -2 -1 -2 -2 -2 -1 1 2 -2 -1 -2 -2 -2 -1 17 -2 -1 -2 -2 -2 -2 -1 2 1 -1 -2 -2 -2 -2 -1 
-1|2 0 1 0 -3 2 3 2 0 -12 -5 0 1 -1 -2 31 -29 
1|-15 2 -2 9 2 20 -32 1 -1 25 -17 14 -12 12 -24 2 -2 26 -17 20 -19 -10 2 1 2 1 2 2 -5 
-1|1 2 2 2 1 -5 
1|-1 1 
-1|-12 1 -1 -2 4 3 -2 1 -1 -1 3 3 -8 1 -1 -2 4 3 -2 1 -1 -1 3 3 -8 1 -1 3 -3 7 -4 9 -17 3 -3 7 -4 7 -3 6 -3 7 -2 -1 -1 -3 
1|-1 1 
-1|-2 1 -1 1 -1 1 -1 
1|-21 
-1|4 1 2 2 -2 -2 1 -1 1 -1 1 -1 18 -19 4 -1 18 -20 5 -1 12 -60 2 -5 2 1 -3 -5 -2 7 -1 -1 7 
1|11 -4 2 -7 -3 -2 -2 -1 3 7 -7 -2 -2 -1 3 7 -8 0 1 0 1 0 6 -7 9 0 1 0 -5 -4 6 0 2 -9 -2 -1 -2 -1 27 -18 15 -18 21 -26 2 2 1 -1 5 1 27 -32 20 -22 4 -6 9 -10 16 0 -6 -1 3 -2 -1 -2 
-1|2 
1|21 -18 28 -29 -3 -2 -2 -1 6 -1 -2 -2 -2 -1 6 -1 -3 0 1 0 2 0 -3 
-1|2 2 1 -3 2 
1|-1 2 2 1 0 2 0 -7 7 2 0 1 0 2 2 -7 2 1 2 1 -1 -3 -2 -2 -1 5 1 2 1 -1 1 -3 -5 
-1|1 
1|-1 1 
-1|0 
1|7 
-1|2 2 1 2 2 1 -3 2 2 3 2 
1|-11 
-1|1 0 2 0 1 0 1 0 
1|-15 14 1 -1 
-1|1 -3 -5 -2 7 -1 -1 7 
1|18 -1 1 -10 
-1|-7 -5 -3 1 2 1 -6 
1|-2 -13 
-1|3 4 -12 3 4 -12 3 3 -1 
1|-5 7 20 -28 1 2 1 2 2 -2 
-1|2 -5 2 1 -3 -5 -2 7 -1 -1 7 
1|-11 
-1|-12 2 -5 
1|-17 18 -1 1 -10 
-1|1 2 0 2 1 -1 
1|2 -1 -2 -12 9 8 1 -16 13 -1 3 -12 5 9 1 -17 
-1|2 2 1 2 2 1 -6 3 3 -1 
1|-9 1 -1 22 -10 5 -13 -3 -1 -3 1 21 -18 12 -13 16 -8 11 -20 
-1|-24 
1|-21 1 -1 -2 -1 -4 2 17 -15 12 -11 11 -2 -2 -5 7 -2 
-1|-7 
1|12 -1 1 
-1|0 
1|9 1 -1 1 
-1|-4 0 0 11 0 0 -7 
1|14 1 -1 
-1|-15 
1|18 -1 1 -1 
-1|-37 
1|10 
-1|5 3 0 -91 0 2 2 3 -7 11 0 0 3 
1|24 -1 1 
-1|0 -3 
1|23 1 -1 1 
-1|0 -2 
1|-3 3 -1 4 3 -7 -2 -1 -2 3 2 1 -4 20 -2 -2 -1 -2 9 2 -2 -7 -1 -2 -2 -1 8 1 -1 -14 -1 -2 -2 -1 6 2 -2 14 2 1 -1 -16 4 3 -8 -2 -2 9 1 -1 -7 2 1 -1 -2 8 2 -2 -6 1 2 -2 -1 8 1 -1 -7 2 2 20 -1 -2 -14 -5 -2 27 -16 -2 -7 2 1 -1 -2 9 1 -1 -7 1 2 -2 -1 8 2 -2 -7 2 1 -1 -2 9 2 -4 -2 -2 -1 -2 -1 -4 2 3 -1 -4 -1 3 -2 -4 -1 2 2 1 2 2 2 1 2 3 -1 -4 -1 3 -2 -4 -1 3 2 2 -5 15 -2 -1 -11 6 1 2 -7 7 2 -2 3 -9 -1 1 -1 5 2 2 1 -12 -1 -2 -2 -1 8 1 -1 -3 -2 -2 -1 -2 9 1 -1 -4 -2 -1 -3 -1 9 1 -1 20 -12 8 -4 1 -1 3 -14 14 -7 7 -12 9 -8 9 -5 20 -17 14 -23 2 -1 30 -25 19 -18 15 -20 21 -5 -10 1 -48 -15 1 -1 3 -3 1 -1 -9 9 1 -1 3 -3 1 -1 -5 3 1 -1 5 -5 1 -1 -3 3 1 -1 5 -5 1 -1 -6 6 2 -2 3 -3 2 -2 -6 6 2 -2 3 -3 2 -2 -7 5 2 -2 4 -4 2 -2 -5 5 2 -2 4 -4 2 -2 -8 7 1 -1 5 -5 1 -1 -7 7 1 -1 5 -5 1 -1 -6 8 2 -2 4 -4 2 -2 -8 8 2 -2 4 -4 2 -2 -8 7 1 -1 5 -5 1 -1 -7 7 1 -1 5 -5 1 -1 -5 8 2 -2 4 -4 2 -2 -8 8 2 -2 4 -4 2 -2 -8 7 1 -1 5 -5 1 -1 -7 7 1 -1 5 -5 1 -1 -5 5 2 -2 3 -3 2 -2 -5 5 2 -2 3 -3 2 -2 -5 3 2 -2 4 -4 2 -2 -3 3 2 -2 4 -4 2 -2 -1 1 2 -2 4 -4 2 -2 -1 1 2 -2 4 -4 2 -2 -1 6 2 -2 4 -4 2 -2 -6 6 2 -2 4 -4 2 -2 -5 9 2 -2 -5 5 2 -2 -9 9 2 -2 -5 5 2 -2 -7 5 2 -2 3 -3 2 -2 -5 5 2 -2 3 -3 2 -2 -5 3 2 -2 3 -3 2 -2 -3 3 2 -2 3 -3 2 -2 -3 3 2 -2 3 -3 2 -2 -3 3 2 -2 3 -3 2 -2 -1 3 1 -1 5 -5 1 -1 -3 3 1 -1 5 -5 1 -1 7 -10 1 -1 -2 2 1 -1 10 -10 1 -1 -2 2 1 -1 9 -6 1 -1 -3 3 1 -1 6 -6 1 -1 -3 3 1 -1 -3 3 1 -1 5 -5 1 -1 -3 3 1 -1 5 -5 1 -1 -6 6 1 -1 3 -3 1 -1 -6 6 1 -1 3 -3 1 -1 -7 7 1 -1 -2 2 1 -1 -7 7 1 -1 -2 2 1 -1 -8 8 1 -1 -2 2 1 -1 -8 8 1 -1 -2 2 1 -1 17 -4 -3 -3 -3 3 1 -1 -6 6 -9 3 3 3 1 -1 10 -5 -3 -4 -5 5 1 -1 -8 3 -7 4 3 4 1 -1 13 -2 -9 -6 -3 3 1 -1 -6 6 -9 3 3 3 1 -1 17 -31 2 -2 -1 3 1 -1 3 -3 1 -1 -2 3 2 -2 4 -4 2 -2 -1 3 2 -2 3 -3 2 -2 -2 4 1 -1 5 -17 2 -2 -1 3 2 -2 3 -3 2 -2 -2 4 1 -1 3 -3 1 -1 -2 3 2 -2 3 -3 2 -2 -1 3 1 -1 5 -5 1 -1 4 -9 2 -2 10 -8 1 -1 10 -9 2 -2 11 -9 1 -1 4 3 2 -2 -2 4 1 -1 -2 3 2 -2 -2 
-1|-21 0 0 4 5 0 0 3 4 0 0 5 
1|-2 -1 -2 -2 2 2 1 2 
-1|3 -7 
1|-8 -1 
-1|2 
1|34 
-1|-5 -2 -1 1 -1 0 1 
1|0 
-1|-4 0 0 4 5 0 0 3 4 0 0 5 
1|0 0 
-1|1 0 2 2 
1|23 1 -3 2 -16 -5 2 2 1 2 -3 1 2 2 -4 2 2 1 -3 2 -2 -2 -1 9 -9 1 2 2 1 -1 3 1 
-1|1 0 0 
1|29 2 -2 2 -2 
-1|2 -2 2 -1 -3 -1 
1|31 2 -2 3 -1 -39 
-1|0 0 0 0 0 0 
1|1 2 2 -5 19 -9 17 -26 23 -21 17 -22 19 -9 17 -25 22 -21 17 -22 19 -9 9 -18 20 -21 17 -19 21 -14 12 -17 21 -11 12 -21 28 -29 26 -22 18 -20 17 -22 19 -9 17 -25 22 -21 17 -22 19 -9 21 -30 32 -33 12 -5 -5 
-1|26 
1|40 -2 -37 37 2 -40 40 -2 2 -2 2 
-1|-1 0 0 0 -2 -1 
1|-1 1 
-1|-1 
1|1 -1 -3 5 22 -21 31 -33 -1 6 -1 4 3 3 -9 4 0 -67 4 -2 -2 7 -5 2 1 -1 -9 2 -2 -2 7 -5 2 1 -1 3 -1 3 -2 -5 7 3 2 1 -4 1 -5 2 2 15 -14 11 1 -10 5 -12 17 -22 19 -10 6 -5 -4 -4 -2 -2 -2 -1 -2 -1 3 -7 2 2 1 2 2 1 4 -7 2 1 2 2 2 1 7 -8 1 2 2 1 2 1 -6 2 1 -1 -5 1 2 -9 2 -2 -5 4 4 -1 -5 -2 8 -1 16 -21 6 -4 1 -1 8 -1 15 -20 6 -5 2 -2 8 -1 16 -21 6 -4 1 -1 20 -12 -8 6 11 -12 15 -17 22 -20 17 -14 12 -17 8 2 -4 -4 27 -32 8 -2 -6 1 5 -1 -4 -5 7 -1 -4 6 -6 2 3 4 -6 -1 -2 6 4 -5 -3 -5 6 -1 -4 6 -6 2 3 4 -6 -1 -2 6 4 -5 7 2 -9 10 -9 -1 
-1|-9 1 1 -1 -2 2 1 -1 -2 2 1 -1 1 -1 1 -1 0 
1|-1 12 -19 19 -14 15 -16 -2 2 8 -7 9 2 -9 8 -6 2 3 3 -6 1 4 -2 6 8 -4 -8 8 -17 8 -1 -2 -1 1 2 2 -4 -4 -1 -2 7 4 -5 3 -2 2 2 -6 -1 5 -6 9 -1 -4 -5 6 -1 5 0 2 -2 5 -2 6 -7 
-1|0 
1|-16 11 
-1|-1 
1|10 -1 -7 2 0 1 -1 -4 7 -5 7 
-1|-2 -2 2 0 
